Machine_ID,Week_Start_Date,Scheduled_Hours,Actual_Uptime_Hours,Uptime_Percentage,Downtime_Reason,Downtime_Duration,Maintenance_Type,Machine_Location,Machine_Model,Operator_Shift,Last_Maintenance_Date,Number_of_Breakdowns,MTBF_Hours,MTTR_Hours,Energy_Consumption_kWh,Output_Quantity,Fixed_Cost_Per_Hour,Variable_Cost_Per_Unit,Energy_Cost_Per_kWh,Maintenance_Parts_Cost,Labor_Cost,Reject_Quantity,Cycle_Time_Per_Unit(hr),Setup_Time,Utilization_Rate,Breakdown_Type,Parts_Replaced,Maintenance_Cost_Type,Quantity_Sold,Fixed_Cost_Per_Unit,Head_On_Cost_Per_Unit,Operator_Shift.1,Selling_Price_Per_Unit,Fixed_Cost,Variable_Cost,Base_Cost,Head_On_Cost,Total_Cost_Per_Unit,Total_Revenue,DownTime_Time_Cost_hr,DownTime_Cost,Profit_margin(%),Net_Profit
MCH008,2025-05-13,168,140.18,78.5,Electrical Fault,33.43,Emergency,Plant C,TX-200,Evening,2025-04-19,2,81.04,1.88,3475.78,1509,60,10.3363929,0.12,1194,3111.4,15,0.098513909,2.797645681,101.0654762,Mechanical,Contactor,Preventive,2186,6.241486068,3.683210473,Night,23.61737015,8400,21654.26082,34233.60294,6559.700543,17.79168664,58938.12827,150,1248,13.33031624,-735.7146178
MCH039,2025-05-13,168,166.17,89.69,Preventive Maintenance,40.6,Emergency,Plant C,TX-200,Evening,2025-04-05,5,136.44,2.79,2774.42,1787,60,13.84848789,0.12,1194,3111.4,5,0.0672,3.188881345,98.19642857,Mechanical,"Valve, Sensor",Preventive,2234,5.640738668,3.075418391,Morning,25.49121652,10080,17769.44639,28773.08951,5197.795951,20.46910002,41353.99988,150,6090,-14.6747384,5267.940902
MCH033,2025-05-13,168,159.73,78.69,Operator Delay,31.77,Emergency,Plant A,TX-100,Morning,2025-04-23,1,31.05,1.56,3674.35,1695,60,12.79596295,0.12,1080,3323.4,18,0.069861751,1.515068726,86.44047619,Electrical,"Belt, Bearing",Corrective,1417,7.210300429,3.514078386,Morning,23.93397027,8400,15161.43099,31025.50136,5846.418562,21.77819408,68913.21945,150,4564.5,5.327284724,1534.316186
MCH025,2025-05-13,168,153.98,81.88,Gearbox Failure,12.65,Scheduled,Plant A,TX-200,Evening,2025-01-01,3,31.05,2.48,2674.95,1787,50,11.33603551,0.12,1110,2986.8,14,0.096522648,1.795478184,98.91071429,Software,"Shaft, Belt",Preventive,1624,4.784053156,3.802081484,Night,23.93397027,10080,22487.37175,41033.3345,4757.588561,419.3244468,54950.51039,150,4765.5,5.327284724,3368.784038
MCH037,2025-05-13,168,124.21,86.44,Preventive Maintenance,12.65,Scheduled,Plant B,TX-100,Evening,2025-03-31,2,17.74,2.48,3423.11,100,60,12.23937725,0.12,1000,3241.4,14,0.077712797,1.611306979,88.73809524,Electrical,Belt,Corrective,1606,5.640738668,2.65329043,Morning,23.75633309,10080,26785.25439,35096.03538,6686.529191,25.72550941,42157.00572,150,4602,-0.215508387,3322.231792
MCH030,2025-05-13,168,146.22,100,Power Outage,30.43,Scheduled,Plant C,TX-200,Evening,2025-03-30,4,41.42,2.44,1500,1912,60,12.93563968,0.12,1400,3300.4,0,0.075345785,5,88.21428571,Mechanical,"Contactor, Capacitor",Preventive,2226,6.714628297,3.163448144,Night,25.74455436,10080,21637.97335,25582.12783,3340.412543,20.1540756,35637.16523,150,1264.5,-2.064458868,5913.208951
MCH010,2025-05-13,168,122.07,88.74,Gearbox Failure,8.27,Emergency,Plant C,TX-300,Evening,2025-04-12,1,41.42,2.39,2912.93,1711,60,11.13337179,0.12,1773,2484.2,7,0.071365037,2.475619602,89.69047619,Electrical,Capacitor,Preventive,1624,6.288209607,3.514078386,Night,24.69499373,8400,21063.20452,26921.43099,5737.495988,21.55832654,55130.83736,150,454.5,-4.102136184,5619.662179
MCH016,2025-05-13,168,149.08,98.19,Electrical Fault,39.41,Emergency,Plant B,TX-300,Morning,2025-04-05,3,69.50297872,2.87,3149.95,2250,60,13.53162508,0.12,1105,2459,7,0.073967543,2.715110445,73.18452381,Mechanical,"Fuse, Capacitor",Preventive,1689,6.422719825,2.612041627,Night,26.41908979,8400,23561.60931,38235.44534,7020.398781,20.54418516,49608.30132,150,274.5,10.40313738,2509.456938
MCH011,2025-05-13,168,165.02,89.69,Electrical Fault,11.84,Unscheduled,Plant A,TX-300,Morning,2025-04-24,4,69.50297872,1.31,3746.52,2145,60,13.84848789,0.12,1400,3299.4,12,0.07125,1.795478184,87.03571429,Other,Gear,Corrective,1964,4.906542056,33.40412543,Evening,25.43857877,10080,25671.62941,33816.30824,5878.170685,16.75815431,35638.98525,150,889.5,20.21173923,3397.522233
MCH022,2025-05-13,168,122.95,86.44,Power Outage,2.27,Unscheduled,Plant B,TX-100,Evening,2025-04-15,3,73.11,2.38,3083.52,2203,60,13.63480524,0.12,1541,2746.4,10,0.073918129,2.562531508,82.44642857,Other,"Fuse, Capacitor",Corrective,1944,8.115942029,3.168937461,Evening,29.96226933,11760,18560.68288,28994.49349,5474.91143,26.91416988,35848.57617,150,2811,-1544.976208,9958.600645
MCH045,2025-05-13,168,160.82,78.68,Power Outage,2.33,Scheduled,Plant B,TX-100,Evening,2025-03-22,3,168.73,24,4034.79,1435,70,13.84848789,0.12,1183,2643.6,16,0.088502496,2.974810412,94.98214286,Electrical,Relay,Corrective,1689,84,3.65923417,Night,28.06219311,10080,22421.85209,33930.49865,6715.030543,20.1540756,43637.01964,150,5274,10.40313738,14988.4594
MCH037,2025-05-13,168,134.57,79.89,Preventive Maintenance,45.05,Unscheduled,Plant C,TX-300,Evening,2025-05-03,4,17.74,3.25,4000,1711,50,13.47264322,0.12,1000,2986.8,10,0.082908879,2.160696963,11.9047619,Mechanical,Fuse,Preventive,2091,9.25984252,3.916455452,Morning,25.81299635,10080,24153.60294,32501.85209,6958.261687,21.17714671,49036.29693,150,6568.5,12.97098292,9998.549624
MCH032,2025-05-13,168,153.98,98.19,Power Outage,18.66,Unscheduled,Plant A,TX-100,Night,2025-04-19,3,63.7,24,3104.93,1953,70,13.02654322,0.12,1068,2728.8,7,0.085820337,3.299294794,73.18452381,Mechanical,"Shaft, Belt",Corrective,1946,9.25984252,4.01238606,Evening,23.87043296,10080,26794.97323,32284.17785,6378.913354,21.77819408,54950.51039,150,6090,20.21173923,18823.37307
MCH001,2025-05-13,168,143.58,83.44,Electrical Fault,1.95,Scheduled,Plant A,TX-100,Night,2025-04-20,3,36.3,2.16,3830.73,1712,70,10.00448045,0.12,1899,3216.4,13,0.090480612,3.367383648,85.11904762,Electrical,"Contactor, Capacitor",Preventive,2200,4.438573316,3.075418391,Night,25.74455436,8400,16711.33708,35751.62941,5719.593207,20.54418516,56096.08838,150,1264.5,18.97764276,1486.711495
MCH030,2025-05-13,168,146.22,82.45,Electrical Fault,2.33,Unscheduled,Plant C,TX-100,Night,2025-05-06,2,26.57,1.72,3034.89,2211,60,12.79596295,0.12,1125,2746.4,5,0.09675696,2.941032123,81.88690476,Mechanical,"Fuse, Capacitor",Corrective,1823,6.25199362,2.598439217,Night,28.95151927,11760,17243.95805,29859.61056,4484.542766,23.45001484,54565.75147,150,4423.5,-2.064458868,8450.107565
MCH038,2025-05-13,168,122,81.88,Operator Delay,30.43,Scheduled,Plant A,TX-200,Night,2025-03-21,0,56.6,4.13,3071.85,1673,60,10.02058068,0.12,1400,3321,7,0.09675696,1.560944305,97.91071429,Electrical,Capacitor,Preventive,2186,5.230928905,2.546953471,Night,25.43857877,10080,23561.60931,26659.44082,7245.367279,25.72550941,47105.74089,150,4173,20.41146489,2509.456938
MCH012,2025-05-13,168,150.02,87.04,Power Outage,31.56,Scheduled,Plant A,TX-300,Evening,2025-05-05,2,136.44,2.66,4034.79,1366,60,10.03628962,0.12,1507,3395.8,5,0.095789474,1.795478184,88.73809524,Other,"Valve, Sensor",Corrective,1256,7.578947368,3.732269421,Morning,23.93397027,10080,26026.5692,38198.98641,6686.529191,19.54176297,29861.91163,150,1264.5,19.3375793,95.44191174
MCH034,2025-05-13,168,168.73,75.84,Preventive Maintenance,35.8,Unscheduled,Plant A,TX-200,Morning,2025-04-18,1,70.09,2.62,2774.42,2271,70,13.52654853,0.12,1480,3194.6,19,0.082908879,2.715110445,91.6547619,Electrical,"Fuse, Capacitor",Corrective,1777,5.345454545,2.981114111,Night,29.20985664,10080,23736.30824,35096.03538,7020.398781,24.14079988,68913.21945,150,5911.5,3.852691151,5913.208951
MCH006,2025-05-13,168,124.21,92.47,Preventive Maintenance,1.95,Scheduled,Plant A,TX-100,Evening,2025-05-03,2,29.87,3.105957447,1500,2211,60,13.63480524,0.12,1194,3193.6,13,0.084244306,1.560944305,85.46428571,Other,"Belt, Shaft",Preventive,1777,7.210300429,3.916455452,Morning,24.76363695,10080,21063.20452,30656.80659,5905.209449,27.12001598,55130.83736,150,6889.5,21.87380657,5913.208951
MCH_IDEAL,2025-05-13,168,20,88.89,Electrical Fault,12.43,Emergency,Plant A,TX-300,Evening,2025-04-30,2,67.11,2.39,2531.18,2070,50,12.17511563,0.12,1329,3241.4,16,0.066972147,2.496495396,100,Electrical,"Misc Part, Valve",Preventive,1705,7.819148936,2.598439217,Night,24.77142367,10080,25016.03538,21856.86459,6231.921593,20.20770828,40464.31061,150,1864.5,0.205431433,2509.456938
MCH004,2025-05-13,168,133.97,87.04,Electrical Fault,45.93,Emergency,Plant C,TX-100,Evening,2025-04-17,3,36.3,1.22,3104.93,1504,60,13.84526115,0.12,1204,2780.8,19,0.097964602,1.709738333,99.0297619,Software,Fuse,Corrective,1489,5.345454545,3.163448144,Evening,21.56925355,11760,16791.9949,30556.39433,5737.495988,19.80387447,49937.03171,150,2697,9.500951453,11062.97199
MCH021,2025-05-13,168,159.57,79.89,Power Outage,36.12,Unscheduled,Plant A,TX-100,Evening,2025-03-21,1,30.5,1.88,3446.84,1695,70,11.03475332,0.12,1094,2441.4,15,0.07336087,3.367383648,11.9047619,Software,Contactor,Corrective,2212,4.958677686,2.612041627,Night,28.06219311,11760,16791.9949,27849.44639,5474.91143,27.12001598,51276.84699,150,1264.5,-14.6747384,8199.621681
MCH046,2025-05-13,168,155.35,83.44,Gearbox Failure,40.6,Emergency,Plant A,TX-200,Evening,2025-05-01,3,26.57,2.26,3093.13,1366,50,12.17511563,0.12,1507,4000,15,0.082908879,2.562531508,101.0654762,Mechanical,Contactor,Corrective,2226,5.017921147,3.985222559,Night,25.56643638,10080,26026.5692,29859.61056,5718.330552,16.75815431,55629.08308,150,6889.5,16.62015443,9066.61586
MCH011,2025-05-13,168,166.17,88.22,Power Outage,22.78,Emergency,Plant B,TX-200,Evening,2025-04-05,2,17.74,2.87,3456.06,1504,60,12.79596295,0.12,1132,2981.6,7,0.073429844,2.475619602,78.69047619,Software,"Gear, Belt",Preventive,1596,7.578947368,2.800538715,Evening,21.84988671,8400,16596.269,35096.03538,6686.529191,22.85762168,35637.16523,150,1248,23.41696001,8615.212089
MCH028,2025-05-13,168,149.26,81.21,Power Outage,28.96,Scheduled,Plant C,TX-100,Evening,2025-05-01,1,70.09,3.105957447,3100.3,1449,60,10.62936264,0.12,1983,2838.8,19,0.095103489,5,78.5,Mechanical,"Gear, Bearing",Preventive,1823,4.784053156,3.985222559,Morning,27.09407318,10080,18560.68288,25582.12783,6559.700543,21.77689326,2549.121652,150,526.5,16.62015443,-8043.054767
MCH015,2025-05-13,168,168,89.29,Preventive Maintenance,30.68,Unscheduled,Plant A,TX-200,Morning,2025-05-02,3,75.34,4.55,3264.34,1714,50,12.06431608,0.12,1052,2924.4,18,0.074997269,2.973644951,11.9047619,Software,Contactor,Corrective,1823,3.812982297,3.514078386,Morning,29.20985664,10080,16596.269,30320.68288,5485.97216,23.62970844,35637.16523,150,3417,-12.84253704,-8043.054767
MCH024,2025-05-13,168,166.17,99.03,Electrical Fault,28.96,Scheduled,Plant C,TX-200,Morning,2025-05-02,7,168.73,3.41,3104.93,1611,50,13.27978767,0.12,1746,2985.2,14,0.068386932,3.181419972,81.08928571,Mechanical,"Misc Part, Valve",Preventive,1417,4.958677686,3.759920747,Evening,24.76363695,11760,23561.60931,35751.62941,8312.968375,21.34851335,53165.43857,150,349.5,24.31320561,5619.662179
MCH019,2025-05-13,168,159.57,92.95,Operator Delay,2.33,Emergency,Plant C,TX-200,Morning,2025-05-03,2,46.17,2.24,2729.65,1366,50,10.02058068,0.12,1449,2571.8,12,0.082908879,1.864567757,79.74404762,Mechanical,"Fuse, Capacitor",Preventive,1825,84,3.802081484,Evening,28.48391351,11760,18964.43246,26921.43099,3724.716491,24.14079988,39824.53112,150,5104.5,7.63544456,-735.7146178
MCH033,2025-05-13,168,128.59,98.23,Power Outage,34.03,Unscheduled,Plant C,TX-100,Night,2025-04-19,2,63.7,2.79,3083.52,1366,50,10.71798929,0.12,1671,3300.4,14,0.07672664,5,86.44047619,Electrical,"Shaft, Belt",Corrective,2500,4.704,3.168937461,Night,23.87043296,8400,21654.26082,33816.30824,4484.542766,23.62970844,47105.74089,150,6568.5,10.41760864,9066.61586
MCH028,2025-05-13,168,139.04,98.65,Preventive Maintenance,148,Scheduled,Plant B,TX-200,Morning,2025-05-06,5,54.83,2.66,2729.65,1603,50,10.2460681,0.12,1899,2803.6,17,0.07672664,3.299294794,88.73809524,Mechanical,"Belt, Shaft",Preventive,2195,4.438573316,2.586880691,Evening,28.06219311,11760,20945.50136,35751.62941,4484.542766,19.80387447,48897.30002,150,5911.5,0.205431433,5160.819736
MCH001,2025-05-13,168,133.97,91.66,Electrical Fault,35.8,Unscheduled,Plant C,TX-200,Night,2025-04-20,2,53.19,1.88,3911.88,1366,60,10.77253146,0.12,1970,2924.4,9,0.067869008,1.709738333,98.19642857,Other,Gear,Preventive,2060,6.422719825,3.290536144,Evening,24.93159484,8400,21637.97335,41033.3345,8805.26776,21.55832654,39824.53112,150,2838,18.19385393,1534.316186
MCH050,2025-05-13,168,149.26,82.45,Power Outage,18.66,Scheduled,Plant B,TX-200,Evening,2025-04-18,2,73.11,2.48,3070.37,2226,70,10.00448045,0.12,1125,2724.6,5,0.073729269,1.515068726,100.4345238,Electrical,Contactor,Corrective,1917,4.528301887,3.732269421,Morning,23.05994853,11760,13456.86459,33555.53836,8775.795247,23.45001484,45241.01722,150,4602,-4.102136184,13041.8574
MCH049,2025-05-13,168,134.21,95.08,Preventive Maintenance,18.66,Unscheduled,Plant A,TX-100,Morning,2025-05-06,4,63.7,2.62,3423.11,1803,70,11.13337179,0.12,1400,3013.6,10,0.067869008,2.673070869,98.61309524,Mechanical,"Shaft, Bearing",Preventive,1349,7.210300429,2.845080525,Evening,25.95250034,8400,17243.95805,38235.44534,6757.2093,19.84570502,48897.30002,150,3663,4.794204296,10186.95389
MCH014,2025-05-13,168,160.82,81.88,Preventive Maintenance,29.49,Scheduled,Plant B,TX-300,Evening,2025-04-18,2,69.50297872,4.13,3083.52,1611,60,12.22472694,0.12,1359,3299.4,5,0.096522648,2.673070869,88.73809524,Mechanical,"Valve, Sensor",Preventive,1772,7.024390244,3.985222559,Evening,29.20985664,10080,1301.479534,35096.03538,5882.567218,21.06372417,47410.25868,150,3417,30.4143849,11337.9951
MCH009,2025-05-13,168,165.73,88.84,Preventive Maintenance,35.82,Emergency,Plant A,TX-300,Evening,2025-03-22,8,82.86,1.31,3446.84,2203,70,13.84848789,0.12,1970,2985.2,19,0.093204787,1.766233857,75.83333333,Mechanical,Capacitor,Corrective,1596,4.958677686,3.802081484,Morning,29.07085097,8400,15161.43099,35463.08709,8312.968375,20.20770828,51996.92862,150,5370,9.500951453,3368.784038
MCH024,2025-05-13,168,148.2,73.93,Gearbox Failure,2.33,Unscheduled,Plant A,TX-100,Morning,2025-03-27,1,75.34,2.66,3167.41,1714,50,10.95476013,0.12,1137,2964,7,0.0670583,2.294327665,79.07142857,Mechanical,Capacitor,Corrective,2290,5.880980163,3.618755518,Evening,29.20985664,10080,27162.74472,29758.84466,5737.495988,23.30175187,45241.01722,150,349.5,24.31320561,18823.37307
MCH023,2025-05-13,168,128.59,78.5,Electrical Fault,148,Scheduled,Plant B,TX-100,Evening,2025-05-01,2,132.2,1.56,3034.89,1611,50,10.51379487,0.12,1899,2679.4,6,0.066972147,2.673070869,92.95238095,Electrical,"Contactor, Capacitor",Preventive,2060,5.640738668,3.618755518,Morning,28.15217173,11760,23237.42299,27364.43246,6017.622233,23.12389941,32844.34167,150,5274,10.41760864,-8043.054767
MCH021,2025-05-13,168,132.18,81.21,Power Outage,7.18,Emergency,Plant A,TX-100,Evening,2025-05-04,2,168.73,4.55,3211.89,1251,50,11.13337179,0.12,1068,3374.6,19,0.073429844,1.795478184,88.8452381,Mechanical,Contactor,Preventive,1772,5.590682196,2.69700269,Morning,25.8075803,8400,21654.26082,34997.42299,6231.921593,25.83051455,32844.34167,150,3750,21.87380657,1486.711495
MCH040,2025-05-13,168,122,88.84,Electrical Fault,7.18,Unscheduled,Plant A,TX-200,Evening,2025-05-03,3,26.57,3.105957447,2674.95,1694,60,12.17511563,0.12,1480,2459,17,0.097061916,2.447939883,78.5,Electrical,Capacitor,Corrective,1673,3.812982297,2.74956638,Evening,29.20985664,11760,23703.08709,35321.60931,7245.367279,20.1540756,31253.84839,150,1776,17.70579866,8997.349526
MCH001,2025-05-13,168,122.95,75.84,Operator Delay,1.95,Emergency,Plant C,TX-100,Evening,2025-05-03,2,27.67,1.56,3580.12,2219,60,13.27978767,0.12,1105,3314.6,9,0.077177273,3.201635036,100.4345238,Mechanical,Capacitor,Preventive,2195,5.891291642,3.916455452,Evening,26.37336593,10080,26026.5692,26921.43099,3425.747689,18.74331158,56776.67665,150,1897.5,9.500951453,95.44191174
MCH043,2025-05-13,168,122.07,91.66,Power Outage,31.56,Unscheduled,Plant C,TX-200,Evening,2025-04-18,3,165.02,3.41,3580.12,2107,60,12.08504125,0.12,1105,3123.2,8,0.092801673,3.188881345,85.46428571,Electrical,Fuse,Preventive,1349,7.37920937,2.65329043,Morning,25.99846343,11760,16853.61318,9701.479534,6757.2093,419.3244468,43637.01964,150,2103,9.500951453,14687.29977
MCH046,2025-05-13,168,159.73,89.29,Preventive Maintenance,5.93,Unscheduled,Plant A,TX-200,Night,2025-04-21,3,40.98,2.66,3132.11,1504,50,10.3363929,0.12,1042,3194.6,15,0.099061566,2.459164204,78.5,Other,Shaft,Preventive,1772,7.37920937,3.656476439,Night,23.05994853,11760,21323.0828,9701.479534,8775.795247,419.3244468,45241.01722,150,4344,7.63544456,9066.61586
MCH023,2025-05-13,168,159.57,81.88,Gearbox Failure,-1.79,Scheduled,Plant B,TX-200,Night,2025-04-12,2,54.99,2.79,3921.91,2200,70,11.56860485,0.12,1194,3000.4,19,0.077638808,1.603270956,81.73809524,Mechanical,HMI Panel,Preventive,1322,6.003062787,3.202809125,Night,23.87043296,11760,24949.30648,9701.479534,8805.26776,22.30096864,53165.43857,150,4765.5,-1.032217505,8615.212089
MCH048,2025-05-13,168,140.18,78.69,Gearbox Failure,22.78,Scheduled,Plant B,TX-200,Morning,2025-03-27,2,31.05,2.86,3040.67,1603,70,11.13337179,0.12,1329,2924.4,5,0.090480612,1.988706311,92.4702381,Mechanical,Fuse,Preventive,1790,5.226666667,3.80218422,Evening,25.81299635,11760,18259.44082,26844.96461,8775.795247,20.93391501,42157.00572,150,6757.5,5.327284724,8615.212089
MCH003,2025-05-13,168,153.98,89.69,Electrical Fault,2.98,Unscheduled,Plant B,TX-100,Night,2025-04-26,6,54.83,2.66,3911.88,1270,60,13.57791972,0.12,1507,2548,5,0.070885157,2.570671128,97.91071429,Mechanical,Belt,Corrective,2183,4.559023066,3.65923417,Morning,27.66179235,10080,18560.68288,26844.96461,8775.795247,17.79168664,61575.14976,150,340.5,8.396342808,10186.95389
MCH042,2025-05-13,168,141.94,11.9,Electrical Fault,3.03,Scheduled,Plant A,TX-300,Night,2025-04-20,0,46.35,3.62,3921.91,2070,70,11.50678145,0.12,1449,2770.2,17,0.069861751,1.766233857,75.83333333,Mechanical,"HMI Panel, PLC Module",Preventive,1773,4.784053156,3.618755518,Evening,28.95151927,8400,23850.49865,36709.30648,5878.170685,22.49749286,54834.50037,150,5068.5,17.94214541,2751.893879
MCH019,2025-05-13,168,153.98,92.47,Preventive Maintenance,3.51,Scheduled,Plant B,TX-300,Night,2025-04-21,2,54.99,2.16,2674.95,2231,70,13.52654853,0.12,1182,3194.6,14,0.098513909,2.459164204,11.9047619,Mechanical,PLC Module,Corrective,1718,4.438573316,3.778621989,Morning,26.41908979,11760,17457.02471,26933.61318,5718.330552,21.55832654,68913.21945,150,5418,16.95874364,5913.208951
MCH001,2025-05-13,168,155.57,79.07,Electrical Fault,0,Scheduled,Plant A,TX-100,Morning,2025-04-18,2,36.3,4.13,3149.95,2211,70,13.57791972,0.12,1911,3300.4,12,0.090480612,1.709738333,95.07738095,Electrical,"HMI Panel, PLC Module",Preventive,1489,5.880980163,3.471360465,Morning,28.06219311,8400,21654.26082,30887.37175,3771.020871,25.83051455,29861.91163,150,4765.5,10.41760864,5619.662179
MCH014,2025-05-13,168,146.22,92.95,Power Outage,35.16,Emergency,Plant A,TX-300,Evening,2025-03-30,2,71.5,3.88,3190.32,1366,60,10.46337543,0.12,1662,2871.6,14,0.092801673,2.941032123,81.73809524,Electrical,"Contactor, Capacitor",Corrective,1417,5.230928905,3.202809125,Night,24.93159484,10080,17457.02471,35321.60931,5485.97216,24.14079988,51996.92862,150,-109.5,12.10478285,5933.399418
MCH027,2025-05-13,168,134.57,85.12,Electrical Fault,31.56,Emergency,Plant B,TX-100,Night,2025-04-04,2,79.86,2.79,3796.76,1691,50,10.03628962,0.12,1194,3111.4,16,0.070991111,3.299294794,82.76190476,Software,"Misc Part, Valve",Preventive,1772,6.714628297,2.74956638,Morning,24.40342696,10080,21323.0828,38545.25439,4643.477077,20.1540756,47105.74089,150,4765.5,-12.84253704,3809.024214
MCH030,2025-05-13,168,168.73,78.5,Preventive Maintenance,27.82,Unscheduled,Plant B,TX-100,Evening,2025-04-12,1,83.08,4.55,3446.84,1251,70,10.42333638,0.12,1052,2986.8,8,0.093162194,1.966432823,75.83333333,Mechanical,"Valve, Sensor",Preventive,1441,6.869158879,3.786040138,Night,22.25237503,11760,17243.95805,38545.25439,3425.747689,19.8924859,35457.33346,150,349.5,13.99686673,8014.922698
MCH030,2025-05-13,168,122.07,78.69,Preventive Maintenance,46,Scheduled,Plant C,TX-300,Morning,2025-03-26,2,39.04,2.88,3446.84,1787,70,12.93563968,0.12,1899,2643.6,7,0.095149105,2.941032123,78.69047619,Electrical,PLC Module,Corrective,1665,84,3.985222559,Night,26.5506465,11760,23884.17785,38554.97323,3425.747689,22.60115175,39824.53112,150,5274,-7.771440313,13404.07384
MCH025,2025-05-13,168,132.2,95.72,Operator Delay,40.6,Scheduled,Plant A,TX-200,Night,2025-05-05,3,40.98,2.76,4034.79,2300,50,13.45797152,0.12,1899,3313.4,9,0.073729269,2.570671128,79.88690476,Electrical,Fuse,Preventive,1417,4.518153294,3.290536144,Morning,28.19812586,8400,18560.68288,41033.3345,3771.020871,20.90188328,62019.23431,150,5370,21.87380657,1825.700208
MCH032,2025-05-13,168,138.51,88.74,Power Outage,33.43,Scheduled,Plant C,TX-200,Morning,2025-04-19,1,71.5,2.26,3211.89,1674,60,13.45797152,0.12,1449,3374.6,17,0.084044818,2.797645681,73.93452381,Mechanical,"Fuse, Capacitor",Corrective,1711,6.825304701,3.728178465,Evening,23.93397027,10080,26274.26969,29003.95805,4637.687394,22.17151994,43637.01964,150,5911.5,18.73134298,13404.07384
MCH044,2025-05-13,168,166.37,88.74,Gearbox Failure,5.93,Scheduled,Plant C,TX-200,Night,2025-04-12,0,33.04,3.25,3211.89,2300,60,10.77253146,0.12,1662,2679.4,19,0.093208232,2.475619602,91.6547619,Mechanical,"Gear, Bearing",Corrective,1700,9.25984252,2.738407425,Night,25.87385378,10080,18914.49349,24338.13785,8775.795247,22.60115175,40464.31061,150,1264.5,18.97764276,9895.932596
MCH013,2025-05-13,168,165.67,73.19,Operator Delay,0,Unscheduled,Plant A,TX-300,Morning,2025-03-15,2,168.73,2.48,3093.13,100,70,10.46337543,0.12,1899,3314.6,9,0.090763501,2.562531508,96.4702381,Mechanical,"Bearing, Gear",Corrective,1624,4.967474867,3.732269421,Evening,28.65943713,8400,28155.44534,32284.17785,8030.018495,16.75815431,58938.12827,150,2598,14.58571111,5160.819736
MCH010,2025-05-13,168,132.18,100,Electrical Fault,18.74,Scheduled,Plant B,TX-200,Morning,2025-04-22,2,64.3,2.48,3602.94,2271,70,11.33603551,0.12,1480,2924.4,10,0.095103489,2.628917085,79.74404762,Electrical,Contactor,Preventive,2500,5.590682196,3.985222559,Morning,24.40342696,10080,17243.95805,25582.12783,6567.12687,22.17151994,53165.43857,150,5370,8.396342808,8615.212089
MCH029,2025-05-13,168,137.32,79.07,Power Outage,1.83,Emergency,Plant B,TX-200,Morning,2025-04-27,4,40.69,3.105957447,3100.3,1695,70,10.75688616,0.12,1137,2571.8,17,0.093162194,1,79.74404762,Mechanical,Contactor,Corrective,2183,6.288209607,2.760630213,Evening,24.69499373,8400,27162.74472,27849.44639,6017.622233,19.80387447,53165.43857,150,454.5,30.4143849,8081.600547
MCH013,2025-05-13,168,165.02,96.47,Electrical Fault,12.65,Emergency,Plant A,TX-200,Night,2025-05-04,3,30.5,3.105957447,3446.84,1509,60,11.13337179,0.12,1519,2548,13,0.066972147,3.234429962,78.67857143,Electrical,"Contactor, Capacitor",Preventive,1349,4.704,2.612041627,Night,31.11662896,10080,26274.26969,33816.30824,3340.412543,17.79168664,54950.51039,150,889.5,27.3146041,9066.61586
MCH014,2025-05-13,168,150.02,81.74,Preventive Maintenance,31.56,Scheduled,Plant A,TX-300,Night,2025-04-18,4,67.11,2.39,3606.91,1673,50,12.79596295,0.12,1746,2548,12,0.085635703,1.515068726,82.44642857,Mechanical,"Bearing, Gear",Corrective,1790,5.017921147,3.586634009,Night,23.93397027,10080,18259.44082,33930.49865,8805.26776,21.17714671,35848.57617,150,4564.5,13.99686673,13404.07384
MCH039,2025-05-13,168,143.58,97.91,Preventive Maintenance,1.63,Emergency,Plant B,TX-200,Evening,2025-04-17,5,81.04,3.62,3472.84,2300,60,13.84526115,0.12,1329,2871.6,13,0.0890374,2.570671128,72.61904762,Mechanical,Contactor,Preventive,1944,4.528301887,33.40412543,Evening,26.11769441,8400,17243.95805,32823.20452,8030.018495,17.79168664,51996.92862,150,1248,0.205431433,11397.20729
MCH017,2025-05-13,168,168,94.98,Preventive Maintenance,148,Unscheduled,Plant A,TX-200,Night,2025-05-05,2,39.04,2.48,3379.29,1251,60,12.64844804,0.12,1541,3194.6,17,0.077177273,1.678408657,78.69047619,Electrical,PLC Module,Corrective,2091,4.906542056,3.738881149,Morning,26.11769441,11760,18964.43246,31933.5745,6958.261687,21.17714671,62019.23431,150,3663,24.31320561,3809.024214
MCH033,2025-05-13,168,140.18,88.74,Gearbox Failure,30.68,Scheduled,Plant C,TX-200,Morning,2025-04-27,4,150.02,4.55,3040.67,2219,60,12.93563968,0.12,1280,2964,13,0.085635703,2.673070869,89.29761905,Electrical,Bearing,Corrective,2257,5.891291642,3.732269421,Evening,27.33788347,11760,16596.269,34233.60294,5210.93834,25.64784476,46459.25415,150,6090,-25.73460608,5619.662179
